                 X [m]	                 Y [m]	c [MN/m³]
94.44760013	9.839726155	5.772199121
94.44760013	9.839726155	5.772199121
94.44760013	9.839726155	5.772199121
94.44760013	9.839726155	5.772199121
94.44760013	9.839726155	5.772199121
94.44760013	9.839726155	5.772199121
95.87488306	9.839418403	5.823781702
95.87488306	9.839418403	5.823781702
95.87488306	9.839418403	5.823781702
95.87488306	9.839418403	5.823781702
95.87488306	9.839418403	5.823781702
95.87488306	9.839418403	5.823781702
96.50564016	11.10824841	6.231639584
96.50564016	11.10824841	6.231639584
96.50564016	11.10824841	6.231639584
96.50564016	11.10824841	6.231639584
96.50564016	11.10824841	6.231639584
96.50564016	11.10824841	6.231639584
97.24086634	9.903078062	6.091306198
97.24086634	9.903078062	6.091306198
97.24086634	9.903078062	6.091306198
97.24086634	9.903078062	6.091306198
97.24086634	9.903078062	6.091306198
97.24086634	9.903078062	6.091306198
98.09335598	11.08035593	6.446042747
98.09335598	11.08035593	6.446042747
98.09335598	11.08035593	6.446042747
98.09335598	11.08035593	6.446042747
98.09335598	11.08035593	6.446042747
98.09335598	11.08035593	6.446042747
98.09335598	11.08035593	6.446042747
98.35724687	12.48552829	6.413062515
98.35724687	12.48552829	6.413062515
98.35724687	12.48552829	6.413062515
98.35724687	12.48552829	6.413062515
98.35724687	12.48552829	6.413062515
98.35724687	12.48552829	6.413062515
98.71173267	13.83086042	6.249711499
98.71173267	13.83086042	6.249711499
98.71173267	13.83086042	6.249711499
98.71173267	13.83086042	6.249711499
98.71173267	13.83086042	6.249711499
98.71173267	13.83086042	6.249711499
98.51101156	9.573996488	6.134084422
98.51101156	9.573996488	6.134084422
98.51101156	9.573996488	6.134084422
98.51101156	9.573996488	6.134084422
98.51101156	9.573996488	6.134084422
98.51101156	9.573996488	6.134084422
99.55766768	12.76987507	6.417147227
99.55766768	12.76987507	6.417147227
99.55766768	12.76987507	6.417147227
99.55766768	12.76987507	6.417147227
99.55766768	12.76987507	6.417147227
99.55766768	12.76987507	6.417147227
99.9372759	13.92069079	5.868557296
99.9372759	13.92069079	5.868557296
99.9372759	13.92069079	5.868557296
99.9372759	13.92069079	5.868557296
99.9372759	13.92069079	5.868557296
99.9372759	13.92069079	5.868557296
99.38008289	11.56399554	6.607844774
99.38008289	11.56399554	6.607844774
99.38008289	11.56399554	6.607844774
99.38008289	11.56399554	6.607844774
99.38008289	11.56399554	6.607844774
99.38008289	11.56399554	6.607844774
83.36735802	-5.126679359	2.578077975
83.36735802	-5.126679359	2.578077975
83.36735802	-5.126679359	2.578077975
83.36735802	-5.126679359	2.578077975
83.36735802	-5.126679359	2.578077975
83.36735802	-5.126679359	2.578077975
65.14963945	-5.689695965	1.833540622
65.14963945	-5.689695965	1.833540622
65.14963945	-5.689695965	1.833540622
65.14963945	-5.689695965	1.833540622
65.14963945	-5.689695965	1.833540622
65.14963945	-5.689695965	1.833540622
84.84911175	15.4160771	4.630711791
84.84911175	15.4160771	4.630711791
84.84911175	15.4160771	4.630711791
84.84911175	15.4160771	4.630711791
84.84911175	15.4160771	4.630711791
84.84911175	15.4160771	4.630711791
81.08259621	0.843492161	5.732505571
81.08259621	0.843492161	5.732505571
81.08259621	0.843492161	5.732505571
81.08259621	0.843492161	5.732505571
81.08259621	0.843492161	5.732505571
81.08259621	0.843492161	5.732505571
26.88312832	23.40176162	5.069002382
26.88312832	23.40176162	5.069002382
26.88312832	23.40176162	5.069002382
26.88312832	23.40176162	5.069002382
26.88312832	23.40176162	5.069002382
26.88312832	23.40176162	5.069002382
25.54955226	24.12308065	5.357544914
25.54955226	24.12308065	5.357544914
25.54955226	24.12308065	5.357544914
25.54955226	24.12308065	5.357544914
25.54955226	24.12308065	5.357544914
25.54955226	24.12308065	5.357544914
25.51545897	22.59660427	5.375066279
25.51545897	22.59660427	5.375066279
25.51545897	22.59660427	5.375066279
25.51545897	22.59660427	5.375066279
25.51545897	22.59660427	5.375066279
25.51545897	22.59660427	5.375066279
26.88224321	21.81737533	5.415583885
26.88224321	21.81737533	5.415583885
26.88224321	21.81737533	5.415583885
26.88224321	21.81737533	5.415583885
26.88224321	21.81737533	5.415583885
26.88224321	21.81737533	5.415583885
25.51388313	21.01531372	5.514866987
25.51388313	21.01531372	5.514866987
25.51388313	21.01531372	5.514866987
25.51388313	21.01531372	5.514866987
25.51388313	21.01531372	5.514866987
25.51388313	21.01531372	5.514866987
24.09853164	21.71867239	5.618901279
24.09853164	21.71867239	5.618901279
24.09853164	21.71867239	5.618901279
24.09853164	21.71867239	5.618901279
24.09853164	21.71867239	5.618901279
24.09853164	21.71867239	5.618901279
24.13921522	20.20977363	5.67157384
24.13921522	20.20977363	5.67157384
24.13921522	20.20977363	5.67157384
24.13921522	20.20977363	5.67157384
24.13921522	20.20977363	5.67157384
24.13921522	20.20977363	5.67157384
25.53819967	19.4806829	5.699821565
25.53819967	19.4806829	5.699821565
25.53819967	19.4806829	5.699821565
25.53819967	19.4806829	5.699821565
25.53819967	19.4806829	5.699821565
25.53819967	19.4806829	5.699821565
24.20145831	18.5496684	5.974329316
24.20145831	18.5496684	5.974329316
24.20145831	18.5496684	5.974329316
24.20145831	18.5496684	5.974329316
24.20145831	18.5496684	5.974329316
24.20145831	18.5496684	5.974329316
24.20145831	18.5496684	5.974329316
26.88278506	20.25700748	5.452928366
26.88278506	20.25700748	5.452928366
26.88278506	20.25700748	5.452928366
26.88278506	20.25700748	5.452928366
26.88278506	20.25700748	5.452928366
26.88278506	20.25700748	5.452928366
26.82421282	18.76719096	5.726099457
26.82421282	18.76719096	5.726099457
26.82421282	18.76719096	5.726099457
26.82421282	18.76719096	5.726099457
26.82421282	18.76719096	5.726099457
26.82421282	18.76719096	5.726099457
6.321154198	28.14257354	6.635936788
6.321154198	28.14257354	6.635936788
6.321154198	28.14257354	6.635936788
6.321154198	28.14257354	6.635936788
6.321154198	28.14257354	6.635936788
6.578040756	27.2567672	6.591975665
6.578040756	27.2567672	6.591975665
6.578040756	27.2567672	6.591975665
6.578040756	27.2567672	6.591975665
6.578040756	27.2567672	6.591975665
6.578040756	27.2567672	6.591975665
6.578040756	27.2567672	6.591975665
9.00387348	27.13260184	6.576835834
9.00387348	27.13260184	6.576835834
9.00387348	27.13260184	6.576835834
9.00387348	27.13260184	6.576835834
9.00387348	27.13260184	6.576835834
9.00387348	27.13260184	6.576835834
9.00387348	27.13260184	6.576835834
4.685850288	27.03216497	6.869957336
4.685850288	27.03216497	6.869957336
4.685850288	27.03216497	6.869957336
4.685850288	27.03216497	6.869957336
4.685850288	27.03216497	6.869957336
4.685850288	27.03216497	6.869957336
109.7750584	13.29590858	3.681600899
109.7750584	13.29590858	3.681600899
109.7750584	13.29590858	3.681600899
109.7750584	13.29590858	3.681600899
109.7750584	13.29590858	3.681600899
109.7750584	13.29590858	3.681600899
109.7750584	13.29590858	3.681600899
68.92700978	-1.443111761	5.814008793
68.92700978	-1.443111761	5.814008793
68.92700978	-1.443111761	5.814008793
68.92700978	-1.443111761	5.814008793
68.92700978	-1.443111761	5.814008793
68.92700978	-1.443111761	5.814008793
84.11664572	-1.4644183	5.461475614
84.11664572	-1.4644183	5.461475614
84.11664572	-1.4644183	5.461475614
84.11664572	-1.4644183	5.461475614
84.11664572	-1.4644183	5.461475614
84.11664572	-1.4644183	5.461475614
24.09184743	23.3232501	5.738839467
24.09184743	23.3232501	5.738839467
24.09184743	23.3232501	5.738839467
24.09184743	23.3232501	5.738839467
24.09184743	23.3232501	5.738839467
24.09184743	23.3232501	5.738839467
24.1392947	24.97205516	5.595426122
24.1392947	24.97205516	5.595426122
24.1392947	24.97205516	5.595426122
24.1392947	24.97205516	5.595426122
24.1392947	24.97205516	5.595426122
24.1392947	24.97205516	5.595426122
24.1392947	24.97205516	5.595426122
46.04054152	13.52198514	5.860153414
46.04054152	13.52198514	5.860153414
46.04054152	13.52198514	5.860153414
46.04054152	13.52198514	5.860153414
46.04054152	13.52198514	5.860153414
46.04054152	13.52198514	5.860153414
46.04054152	13.52198514	5.860153414
46.24833333	11.5971648	6.248294845
46.24833333	11.5971648	6.248294845
46.24833333	11.5971648	6.248294845
46.24833333	11.5971648	6.248294845
46.24833333	11.5971648	6.248294845
46.24833333	11.5971648	6.248294845
45.13499439	11.66222013	6.280349044
45.13499439	11.66222013	6.280349044
45.13499439	11.66222013	6.280349044
45.13499439	11.66222013	6.280349044
45.13499439	11.66222013	6.280349044
45.13499439	11.66222013	6.280349044
47.48657351	11.49016645	6.236246858
47.48657351	11.49016645	6.236246858
47.48657351	11.49016645	6.236246858
47.48657351	11.49016645	6.236246858
47.48657351	11.49016645	6.236246858
47.48657351	11.49016645	6.236246858
47.48657351	11.49016645	6.236246858
47.51802379	9.085811796	6.332304061
47.51802379	9.085811796	6.332304061
47.51802379	9.085811796	6.332304061
47.51802379	9.085811796	6.332304061
47.51802379	9.085811796	6.332304061
47.51802379	9.085811796	6.332304061
44.03615805	11.67666431	6.36490694
44.03615805	11.67666431	6.36490694
44.03615805	11.67666431	6.36490694
44.03615805	11.67666431	6.36490694
44.03615805	11.67666431	6.36490694
44.03615805	11.67666431	6.36490694
42.82574004	11.52687516	6.476693947
42.82574004	11.52687516	6.476693947
42.82574004	11.52687516	6.476693947
42.82574004	11.52687516	6.476693947
42.82574004	11.52687516	6.476693947
42.82574004	11.52687516	6.476693947
42.82574004	11.52687516	6.476693947
41.56941458	11.49029084	6.408252108
41.56941458	11.49029084	6.408252108
41.56941458	11.49029084	6.408252108
41.56941458	11.49029084	6.408252108
41.56941458	11.49029084	6.408252108
41.56941458	11.49029084	6.408252108
40.38380035	11.37936262	6.208203815
40.38380035	11.37936262	6.208203815
40.38380035	11.37936262	6.208203815
40.38380035	11.37936262	6.208203815
40.38380035	11.37936262	6.208203815
40.38380035	11.37936262	6.208203815
40.34204651	9.092824858	6.250995023
40.34204651	9.092824858	6.250995023
40.34204651	9.092824858	6.250995023
40.34204651	9.092824858	6.250995023
40.34204651	9.092824858	6.250995023
40.34204651	9.092824858	6.250995023
40.34204651	9.092824858	6.250995023
39.23624568	11.43397622	6.444767219
39.23624568	11.43397622	6.444767219
39.23624568	11.43397622	6.444767219
39.23624568	11.43397622	6.444767219
39.23624568	11.43397622	6.444767219
39.23624568	11.43397622	6.444767219
37.84812428	11.36297639	6.164037773
37.84812428	11.36297639	6.164037773
37.84812428	11.36297639	6.164037773
37.84812428	11.36297639	6.164037773
37.84812428	11.36297639	6.164037773
37.84812428	11.36297639	6.164037773
46.16097879	8.962804724	6.376440776
46.16097879	8.962804724	6.376440776
46.16097879	8.962804724	6.376440776
46.16097879	8.962804724	6.376440776
46.16097879	8.962804724	6.376440776
46.16097879	8.962804724	6.376440776
46.16097879	8.962804724	6.376440776
39.09742712	9.290329551	6.059985328
39.09742712	9.290329551	6.059985328
39.09742712	9.290329551	6.059985328
39.09742712	9.290329551	6.059985328
39.09742712	9.290329551	6.059985328
90.36736354	2.415199054	5.600971261
90.36736354	2.415199054	5.600971261
90.36736354	2.415199054	5.600971261
90.36736354	2.415199054	5.600971261
90.36736354	2.415199054	5.600971261
90.36736354	2.415199054	5.600971261
16.88334048	41.98535451	3.792412867
16.88334048	41.98535451	3.792412867
16.88334048	41.98535451	3.792412867
16.88334048	41.98535451	3.792412867
16.88334048	41.98535451	3.792412867
16.88334048	41.98535451	3.792412867
15.26425517	41.4837092	5.504538177
15.26425517	41.4837092	5.504538177
15.26425517	41.4837092	5.504538177
15.26425517	41.4837092	5.504538177
15.26425517	41.4837092	5.504538177
15.26425517	41.4837092	5.504538177
15.26425517	41.4837092	5.504538177
14.2429624	42.91768919	5.704224405
14.2429624	42.91768919	5.704224405
14.2429624	42.91768919	5.704224405
14.2429624	42.91768919	5.704224405
14.2429624	42.91768919	5.704224405
14.2429624	42.91768919	5.704224405
14.2429624	42.91768919	5.704224405
24.72089715	34.23774561	3.701708705
24.72089715	34.23774561	3.701708705
24.72089715	34.23774561	3.701708705
24.72089715	34.23774561	3.701708705
24.72089715	34.23774561	3.701708705
24.72089715	34.23774561	3.701708705
102.6180279	7.639926877	6.012044778
102.6180279	7.639926877	6.012044778
102.6180279	7.639926877	6.012044778
102.6180279	7.639926877	6.012044778
102.6180279	7.639926877	6.012044778
102.6180279	7.639926877	6.012044778
103.973334	7.665434492	6.032861267
103.973334	7.665434492	6.032861267
103.973334	7.665434492	6.032861267
103.973334	7.665434492	6.032861267
103.973334	7.665434492	6.032861267
103.973334	7.665434492	6.032861267
101.8401402	8.648792283	6.192224334
101.8401402	8.648792283	6.192224334
101.8401402	8.648792283	6.192224334
101.8401402	8.648792283	6.192224334
101.8401402	8.648792283	6.192224334
101.8401402	8.648792283	6.192224334
103.9575	9.685	6.552688252
103.9575	9.685	6.552688252
103.9575	9.685	6.552688252
103.9575	9.685	6.552688252
103.9575	9.685	6.552688252
103.9575	9.685	6.552688252
105.0660222	9.773223394	6.218424922
105.0660222	9.773223394	6.218424922
105.0660222	9.773223394	6.218424922
105.0660222	9.773223394	6.218424922
105.0660222	9.773223394	6.218424922
105.0660222	9.773223394	6.218424922
106.350333	10.13594433	5.91859779
106.350333	10.13594433	5.91859779
106.350333	10.13594433	5.91859779
106.350333	10.13594433	5.91859779
106.350333	10.13594433	5.91859779
106.350333	10.13594433	5.91859779
106.350333	10.13594433	5.91859779
106.6675	7.706535578	5.959824048
106.6675	7.706535578	5.959824048
106.6675	7.706535578	5.959824048
106.6675	7.706535578	5.959824048
106.6675	7.706535578	5.959824048
106.6675	7.706535578	5.959824048
103.0098017	9.795	6.581231961
103.0098017	9.795	6.581231961
103.0098017	9.795	6.581231961
103.0098017	9.795	6.581231961
103.0098017	9.795	6.581231961
103.0098017	9.795	6.581231961
107.5785354	10.0867965	5.549007508
107.5785354	10.0867965	5.549007508
107.5785354	10.0867965	5.549007508
107.5785354	10.0867965	5.549007508
107.5785354	10.0867965	5.549007508
104.6747969	6.455479809	5.855484175
104.6747969	6.455479809	5.855484175
104.6747969	6.455479809	5.855484175
104.6747969	6.455479809	5.855484175
104.6747969	6.455479809	5.855484175
104.6747969	6.455479809	5.855484175
22.35757088	36.52942899	3.934686665
22.35757088	36.52942899	3.934686665
22.35757088	36.52942899	3.934686665
22.35757088	36.52942899	3.934686665
22.35757088	36.52942899	3.934686665
22.35757088	36.52942899	3.934686665
20.83286288	36.0963141	4.746276406
20.83286288	36.0963141	4.746276406
20.83286288	36.0963141	4.746276406
20.83286288	36.0963141	4.746276406
20.83286288	36.0963141	4.746276406
20.83286288	36.0963141	4.746276406
19.56175367	37.36854099	4.841751069
19.56175367	37.36854099	4.841751069
19.56175367	37.36854099	4.841751069
19.56175367	37.36854099	4.841751069
19.56175367	37.36854099	4.841751069
19.56175367	37.36854099	4.841751069
19.56175367	37.36854099	4.841751069
19.30296768	35.63528281	5.96539134
19.30296768	35.63528281	5.96539134
19.30296768	35.63528281	5.96539134
19.30296768	35.63528281	5.96539134
19.30296768	35.63528281	5.96539134
19.30296768	35.63528281	5.96539134
18.17389281	36.77620264	5.814814301
18.17389281	36.77620264	5.814814301
18.17389281	36.77620264	5.814814301
18.17389281	36.77620264	5.814814301
18.17389281	36.77620264	5.814814301
18.17389281	36.77620264	5.814814301
17.8777873	35.25325034	6.256568591
17.8777873	35.25325034	6.256568591
17.8777873	35.25325034	6.256568591
17.8777873	35.25325034	6.256568591
17.8777873	35.25325034	6.256568591
17.8777873	35.25325034	6.256568591
16.68918166	36.42801658	6.271134084
16.68918166	36.42801658	6.271134084
16.68918166	36.42801658	6.271134084
16.68918166	36.42801658	6.271134084
16.68918166	36.42801658	6.271134084
16.68918166	36.42801658	6.271134084
17.04273718	37.92507618	5.680646792
17.04273718	37.92507618	5.680646792
17.04273718	37.92507618	5.680646792
17.04273718	37.92507618	5.680646792
17.04273718	37.92507618	5.680646792
17.04273718	37.92507618	5.680646792
15.49337248	37.51927161	6.385311014
15.49337248	37.51927161	6.385311014
15.49337248	37.51927161	6.385311014
15.49337248	37.51927161	6.385311014
15.49337248	37.51927161	6.385311014
15.49337248	37.51927161	6.385311014
15.08990416	35.90616068	6.583382036
15.08990416	35.90616068	6.583382036
15.08990416	35.90616068	6.583382036
15.08990416	35.90616068	6.583382036
15.08990416	35.90616068	6.583382036
15.08990416	35.90616068	6.583382036
15.08990416	35.90616068	6.583382036
13.96107693	37.09748017	6.60157686
13.96107693	37.09748017	6.60157686
13.96107693	37.09748017	6.60157686
13.96107693	37.09748017	6.60157686
13.96107693	37.09748017	6.60157686
13.96107693	37.09748017	6.60157686
20.72419513	34.42169371	5.805921483
20.72419513	34.42169371	5.805921483
20.72419513	34.42169371	5.805921483
20.72419513	34.42169371	5.805921483
20.72419513	34.42169371	5.805921483
20.72419513	34.42169371	5.805921483
20.72419513	34.42169371	5.805921483
20.27907467	32.6976497	6.355672749
20.27907467	32.6976497	6.355672749
20.27907467	32.6976497	6.355672749
20.27907467	32.6976497	6.355672749
20.27907467	32.6976497	6.355672749
20.27907467	32.6976497	6.355672749
20.58763774	31.03972307	6.150637371
20.58763774	31.03972307	6.150637371
20.58763774	31.03972307	6.150637371
20.58763774	31.03972307	6.150637371
20.58763774	31.03972307	6.150637371
20.58763774	31.03972307	6.150637371
13.39702666	35.66185332	6.925089308
13.39702666	35.66185332	6.925089308
13.39702666	35.66185332	6.925089308
13.39702666	35.66185332	6.925089308
13.39702666	35.66185332	6.925089308
13.39702666	35.66185332	6.925089308
14.34153673	38.88393227	6.522071533
14.34153673	38.88393227	6.522071533
14.34153673	38.88393227	6.522071533
14.34153673	38.88393227	6.522071533
14.34153673	38.88393227	6.522071533
14.34153673	38.88393227	6.522071533
14.34153673	38.88393227	6.522071533
19.4411679	30.01119507	6.2678199
19.4411679	30.01119507	6.2678199
19.4411679	30.01119507	6.2678199
19.4411679	30.01119507	6.2678199
19.4411679	30.01119507	6.2678199
19.4411679	30.01119507	6.2678199
21.06521769	29.68474559	6.126232269
21.06521769	29.68474559	6.126232269
21.06521769	29.68474559	6.126232269
21.06521769	29.68474559	6.126232269
21.06521769	29.68474559	6.126232269
21.06521769	29.68474559	6.126232269
21.62014543	32.01001721	5.874636656
21.62014543	32.01001721	5.874636656
21.62014543	32.01001721	5.874636656
21.62014543	32.01001721	5.874636656
21.62014543	32.01001721	5.874636656
88.03735384	15.0370622	5.107776139
88.03735384	15.0370622	5.107776139
88.03735384	15.0370622	5.107776139
88.03735384	15.0370622	5.107776139
88.03735384	15.0370622	5.107776139
88.03735384	15.0370622	5.107776139
88.03735384	15.0370622	5.107776139
89.73767262	15.12420248	5.246411615
89.73767262	15.12420248	5.246411615
89.73767262	15.12420248	5.246411615
89.73767262	15.12420248	5.246411615
89.73767262	15.12420248	5.246411615
89.73767262	15.12420248	5.246411615
93.15375845	5.172607583	5.340335217
93.15375845	5.172607583	5.340335217
93.15375845	5.172607583	5.340335217
93.15375845	5.172607583	5.340335217
93.15375845	5.172607583	5.340335217
93.15375845	5.172607583	5.340335217
77.22001207	18.26457577	0.946907686
77.22001207	18.26457577	0.946907686
77.22001207	18.26457577	0.946907686
77.22001207	18.26457577	0.946907686
77.22001207	18.26457577	0.946907686
77.09172	17.61026683	1.827796226
77.09172	17.61026683	1.827796226
77.09172	17.61026683	1.827796226
77.09172	17.61026683	1.827796226
77.09172	17.61026683	1.827796226
57.63151977	4.228684552	5.901134904
57.63151977	4.228684552	5.901134904
57.63151977	4.228684552	5.901134904
57.63151977	4.228684552	5.901134904
57.63151977	4.228684552	5.901134904
57.63151977	4.228684552	5.901134904
57.63656493	5.408500592	6.133385861
57.63656493	5.408500592	6.133385861
57.63656493	5.408500592	6.133385861
57.63656493	5.408500592	6.133385861
57.63656493	5.408500592	6.133385861
57.63656493	5.408500592	6.133385861
94.02240311	1.063960221	5.535686287
94.02240311	1.063960221	5.535686287
94.02240311	1.063960221	5.535686287
94.02240311	1.063960221	5.535686287
94.02240311	1.063960221	5.535686287
94.02240311	1.063960221	5.535686287
9.971147822	35.78647369	6.88697942
9.971147822	35.78647369	6.88697942
9.971147822	35.78647369	6.88697942
9.971147822	35.78647369	6.88697942
9.971147822	35.78647369	6.88697942
9.971147822	35.78647369	6.88697942
9.971147822	35.78647369	6.88697942
9.609676124	37.39342088	6.778350297
9.609676124	37.39342088	6.778350297
9.609676124	37.39342088	6.778350297
9.609676124	37.39342088	6.778350297
9.609676124	37.39342088	6.778350297
9.609676124	37.39342088	6.778350297
9.609676124	37.39342088	6.778350297
49.61512346	-8.456400578	2.450734854
49.61512346	-8.456400578	2.450734854
49.61512346	-8.456400578	2.450734854
49.61512346	-8.456400578	2.450734854
49.61512346	-8.456400578	2.450734854
48.79905555	-8.390217195	3.123293503
48.79905555	-8.390217195	3.123293503
48.79905555	-8.390217195	3.123293503
48.79905555	-8.390217195	3.123293503
48.79905555	-8.390217195	3.123293503
48.79905555	-8.390217195	3.123293503
47.81748768	-8.18583767	3.556857451
47.81748768	-8.18583767	3.556857451
47.81748768	-8.18583767	3.556857451
47.81748768	-8.18583767	3.556857451
47.81748768	-8.18583767	3.556857451
47.81748768	-8.18583767	3.556857451
47.61436497	-7.26055258	4.116642087
47.61436497	-7.26055258	4.116642087
47.61436497	-7.26055258	4.116642087
47.61436497	-7.26055258	4.116642087
47.61436497	-7.26055258	4.116642087
47.61436497	-7.26055258	4.116642087
46.87476166	-7.937552521	3.497015935
46.87476166	-7.937552521	3.497015935
46.87476166	-7.937552521	3.497015935
46.87476166	-7.937552521	3.497015935
46.87476166	-7.937552521	3.497015935
46.87476166	-7.937552521	3.497015935
31.96390879	19.67733798	5.057322488
31.96390879	19.67733798	5.057322488
31.96390879	19.67733798	5.057322488
31.96390879	19.67733798	5.057322488
31.96390879	19.67733798	5.057322488
31.17733575	-1.667944033	6.102092471
31.17733575	-1.667944033	6.102092471
31.17733575	-1.667944033	6.102092471
31.17733575	-1.667944033	6.102092471
31.17733575	-1.667944033	6.102092471
31.17733575	-1.667944033	6.102092471
36.50340898	11.38541565	6.250893214
36.50340898	11.38541565	6.250893214
36.50340898	11.38541565	6.250893214
36.50340898	11.38541565	6.250893214
36.50340898	11.38541565	6.250893214
36.50340898	11.38541565	6.250893214
35.70118535	10.31228485	6.197373531
35.70118535	10.31228485	6.197373531
35.70118535	10.31228485	6.197373531
35.70118535	10.31228485	6.197373531
35.70118535	10.31228485	6.197373531
35.70118535	10.31228485	6.197373531
98.96288115	1.352830375	5.78207602
98.96288115	1.352830375	5.78207602
98.96288115	1.352830375	5.78207602
98.96288115	1.352830375	5.78207602
98.96288115	1.352830375	5.78207602
106.0567873	6.48364183	5.905099965
106.0567873	6.48364183	5.905099965
106.0567873	6.48364183	5.905099965
106.0567873	6.48364183	5.905099965
106.0567873	6.48364183	5.905099965
106.0567873	6.48364183	5.905099965
106.7084839	5.240963734	5.870062288
106.7084839	5.240963734	5.870062288
106.7084839	5.240963734	5.870062288
106.7084839	5.240963734	5.870062288
106.7084839	5.240963734	5.870062288
106.7084839	5.240963734	5.870062288
4.099059467	20.91486145	6.322849239
4.099059467	20.91486145	6.322849239
4.099059467	20.91486145	6.322849239
4.099059467	20.91486145	6.322849239
4.099059467	20.91486145	6.322849239
4.099059467	20.91486145	6.322849239
89.89427386	12.39094441	6.263947731
89.89427386	12.39094441	6.263947731
89.89427386	12.39094441	6.263947731
89.89427386	12.39094441	6.263947731
89.89427386	12.39094441	6.263947731
89.89427386	12.39094441	6.263947731
72.7821541	9.865807838	4.661509337
72.7821541	9.865807838	4.661509337
72.7821541	9.865807838	4.661509337
72.7821541	9.865807838	4.661509337
72.7821541	9.865807838	4.661509337
72.7821541	9.865807838	4.661509337
96.32055597	2.446313206	5.38988896
96.32055597	2.446313206	5.38988896
96.32055597	2.446313206	5.38988896
96.32055597	2.446313206	5.38988896
96.32055597	2.446313206	5.38988896
96.32055597	2.446313206	5.38988896
22.5981551	23.82	5.836496597
22.5981551	23.82	5.836496597
22.5981551	23.82	5.836496597
22.5981551	23.82	5.836496597
22.5981551	23.82	5.836496597
22.5981551	23.82	5.836496597
21.28868898	24.48415947	6.065466965
21.28868898	24.48415947	6.065466965
21.28868898	24.48415947	6.065466965
21.28868898	24.48415947	6.065466965
21.28868898	24.48415947	6.065466965
20.71961921	25.79053257	6.304109124
20.71961921	25.79053257	6.304109124
20.71961921	25.79053257	6.304109124
20.71961921	25.79053257	6.304109124
20.71961921	25.79053257	6.304109124
20.71961921	25.79053257	6.304109124
20.71961921	25.79053257	6.304109124
8.241819003	50.71964944	4.953452787
8.241819003	50.71964944	4.953452787
8.241819003	50.71964944	4.953452787
8.241819003	50.71964944	4.953452787
8.241819003	50.71964944	4.953452787
8.241819003	50.71964944	4.953452787
52.2296922	11.56013024	6.159447933
52.2296922	11.56013024	6.159447933
52.2296922	11.56013024	6.159447933
52.2296922	11.56013024	6.159447933
52.2296922	11.56013024	6.159447933
52.2296922	11.56013024	6.159447933
51.63359337	10.49927651	6.238715988
51.63359337	10.49927651	6.238715988
51.63359337	10.49927651	6.238715988
51.63359337	10.49927651	6.238715988
51.63359337	10.49927651	6.238715988
51.63359337	10.49927651	6.238715988
52.89921635	10.49998327	6.350118509
52.89921635	10.49998327	6.350118509
52.89921635	10.49998327	6.350118509
52.89921635	10.49998327	6.350118509
52.89921635	10.49998327	6.350118509
52.89921635	10.49998327	6.350118509
52.25988961	9.407893884	6.307142862
52.25988961	9.407893884	6.307142862
52.25988961	9.407893884	6.307142862
52.25988961	9.407893884	6.307142862
52.25988961	9.407893884	6.307142862
52.25988961	9.407893884	6.307142862
53.91174059	9.24593679	6.25642193
53.91174059	9.24593679	6.25642193
53.91174059	9.24593679	6.25642193
53.91174059	9.24593679	6.25642193
53.91174059	9.24593679	6.25642193
53.91174059	9.24593679	6.25642193
53.91174059	9.24593679	6.25642193
54.27368001	10.64227882	6.336848413
54.27368001	10.64227882	6.336848413
54.27368001	10.64227882	6.336848413
54.27368001	10.64227882	6.336848413
54.27368001	10.64227882	6.336848413
54.27368001	10.64227882	6.336848413
50.71422543	9.429440528	6.355589633
50.71422543	9.429440528	6.355589633
50.71422543	9.429440528	6.355589633
50.71422543	9.429440528	6.355589633
50.71422543	9.429440528	6.355589633
50.71422543	9.429440528	6.355589633
50.71422543	9.429440528	6.355589633
52.30766123	13.47524412	5.804291152
52.30766123	13.47524412	5.804291152
52.30766123	13.47524412	5.804291152
52.30766123	13.47524412	5.804291152
52.30766123	13.47524412	5.804291152
52.30766123	13.47524412	5.804291152
111.8239529	9.951402762	2.829801315
111.8239529	9.951402762	2.829801315
111.8239529	9.951402762	2.829801315
111.8239529	9.951402762	2.829801315
111.8239529	9.951402762	2.829801315
111.8239529	9.951402762	2.829801315
112.0185757	7.978681317	2.286118928
112.0185757	7.978681317	2.286118928
112.0185757	7.978681317	2.286118928
112.0185757	7.978681317	2.286118928
112.0185757	7.978681317	2.286118928
111.0140789	7.810520016	3.688771673
111.0140789	7.810520016	3.688771673
111.0140789	7.810520016	3.688771673
111.0140789	7.810520016	3.688771673
111.0140789	7.810520016	3.688771673
111.0140789	7.810520016	3.688771673
73.37411234	0.772621221	6.022060563
73.37411234	0.772621221	6.022060563
73.37411234	0.772621221	6.022060563
73.37411234	0.772621221	6.022060563
73.37411234	0.772621221	6.022060563
73.37411234	0.772621221	6.022060563
16.04617701	39.09124129	5.778063277
16.04617701	39.09124129	5.778063277
16.04617701	39.09124129	5.778063277
16.04617701	39.09124129	5.778063277
16.04617701	39.09124129	5.778063277
16.04617701	39.09124129	5.778063277
88.30847881	-1.503607047	5.683136585
88.30847881	-1.503607047	5.683136585
88.30847881	-1.503607047	5.683136585
88.30847881	-1.503607047	5.683136585
88.30847881	-1.503607047	5.683136585
88.30847881	-1.503607047	5.683136585
39.41515276	-0.655668563	6.271013074
