                 X [m]	                 Y [m]	c [MN/m³]
0.384151913	6.152569193	3.970821216
0.384151913	6.152569193	3.970821216
12.82	34.395	6.940606016
12.82	34.395	6.940606016
12.82	34.395	6.940606016
12.82	34.395	6.940606016
12.82	34.395	6.940606016
12.82	34.395	6.940606016
11.49155402	2.97183552	6.618352606
11.49155402	2.97183552	6.618352606
11.49155402	2.97183552	6.618352606
11.49155402	2.97183552	6.618352606
11.49155402	2.97183552	6.618352606
67.28221715	17.1677263	2.175592204
67.28221715	17.1677263	2.175592204
67.28221715	17.1677263	2.175592204
67.28221715	17.1677263	2.175592204
67.28221715	17.1677263	2.175592204
67.28221715	17.1677263	2.175592204
10.81100735	38.10798576	7.176777786
10.81100735	38.10798576	7.176777786
10.81100735	38.10798576	7.176777786
10.81100735	38.10798576	7.176777786
10.81100735	38.10798576	7.176777786
10.81100735	38.10798576	7.176777786
60.78963318	12.3134714	6.064171907
60.78963318	12.3134714	6.064171907
60.78963318	12.3134714	6.064171907
60.78963318	12.3134714	6.064171907
60.78963318	12.3134714	6.064171907
60.78963318	12.3134714	6.064171907
101.3490176	7.62977891	5.929356846
101.3490176	7.62977891	5.929356846
101.3490176	7.62977891	5.929356846
101.3490176	7.62977891	5.929356846
101.3490176	7.62977891	5.929356846
101.3490176	7.62977891	5.929356846
99.28075032	14.96215801	4.276795203
99.28075032	14.96215801	4.276795203
99.28075032	14.96215801	4.276795203
99.28075032	14.96215801	4.276795203
99.28075032	14.96215801	4.276795203
99.28075032	14.96215801	4.276795203
53.13820318	6.186905471	6.119579674
53.13820318	6.186905471	6.119579674
53.13820318	6.186905471	6.119579674
53.13820318	6.186905471	6.119579674
53.13820318	6.186905471	6.119579674
53.13820318	6.186905471	6.119579674
51.73363663	6.223499626	6.202998307
51.73363663	6.223499626	6.202998307
51.73363663	6.223499626	6.202998307
51.73363663	6.223499626	6.202998307
51.73363663	6.223499626	6.202998307
51.73363663	6.223499626	6.202998307
20.97836063	11.59807262	6.100047917
20.97836063	11.59807262	6.100047917
20.97836063	11.59807262	6.100047917
20.97836063	11.59807262	6.100047917
20.97836063	11.59807262	6.100047917
20.97836063	11.59807262	6.100047917
85.41670299	0.838344906	5.937710793
85.41670299	0.838344906	5.937710793
85.41670299	0.838344906	5.937710793
85.41670299	0.838344906	5.937710793
85.41670299	0.838344906	5.937710793
85.41670299	0.838344906	5.937710793
59.30117784	-7.945915219	0.19050217
59.30117784	-7.945915219	0.19050217
59.30117784	-7.945915219	0.19050217
59.30117784	-7.945915219	0.19050217
59.30117784	-7.945915219	0.19050217
75.47166667	16.36529345	3.720546142
75.47166667	16.36529345	3.720546142
75.47166667	16.36529345	3.720546142
75.47166667	16.36529345	3.720546142
75.47166667	16.36529345	3.720546142
75.47166667	16.36529345	3.720546142
75.47166667	16.36529345	3.720546142
76.40964068	16.22379921	3.498188791
76.40964068	16.22379921	3.498188791
76.40964068	16.22379921	3.498188791
76.40964068	16.22379921	3.498188791
76.40964068	16.22379921	3.498188791
76.40964068	16.22379921	3.498188791
76.99609856	15.82021692	4.537809014
76.99609856	15.82021692	4.537809014
76.99609856	15.82021692	4.537809014
76.99609856	15.82021692	4.537809014
76.99609856	15.82021692	4.537809014
77.07307435	16.38728541	3.341373883
77.07307435	16.38728541	3.341373883
77.07307435	16.38728541	3.341373883
77.07307435	16.38728541	3.341373883
77.07307435	16.38728541	3.341373883
77.07307435	16.38728541	3.341373883
76.63535576	16.68827924	2.833034901
76.63535576	16.68827924	2.833034901
76.63535576	16.68827924	2.833034901
76.63535576	16.68827924	2.833034901
76.63535576	16.68827924	2.833034901
77.07768602	16.83830855	3.00854536
77.07768602	16.83830855	3.00854536
77.07768602	16.83830855	3.00854536
77.07768602	16.83830855	3.00854536
77.07768602	16.83830855	3.00854536
76.10909364	16.74942711	2.729669979
76.10909364	16.74942711	2.729669979
76.10909364	16.74942711	2.729669979
76.10909364	16.74942711	2.729669979
76.10909364	16.74942711	2.729669979
75.7981799	17.09750156	2.468864152
75.7981799	17.09750156	2.468864152
75.7981799	17.09750156	2.468864152
75.7981799	17.09750156	2.468864152
75.7981799	17.09750156	2.468864152
29.54396128	32.37389064	1.416594902
29.54396128	32.37389064	1.416594902
29.54396128	32.37389064	1.416594902
29.54396128	32.37389064	1.416594902
29.54396128	32.37389064	1.416594902
29.54396128	32.37389064	1.416594902
29.00612087	32.4370556	1.656707125
29.00612087	32.4370556	1.656707125
29.00612087	32.4370556	1.656707125
29.00612087	32.4370556	1.656707125
29.17126643	32.03502095	2.026644155
29.17126643	32.03502095	2.026644155
29.17126643	32.03502095	2.026644155
29.17126643	32.03502095	2.026644155
29.17126643	32.03502095	2.026644155
30.30098608	32.0256908	1.190531696
30.30098608	32.0256908	1.190531696
30.30098608	32.0256908	1.190531696
30.30098608	32.0256908	1.190531696
30.30098608	32.0256908	1.190531696
22.88499623	32.49484238	5.026187317
22.88499623	32.49484238	5.026187317
22.88499623	32.49484238	5.026187317
22.88499623	32.49484238	5.026187317
22.88499623	32.49484238	5.026187317
22.88499623	32.49484238	5.026187317
22.88499623	32.49484238	5.026187317
25.5990434	11.2444467	6.153597006
25.5990434	11.2444467	6.153597006
25.5990434	11.2444467	6.153597006
25.5990434	11.2444467	6.153597006
25.5990434	11.2444467	6.153597006
25.5990434	11.2444467	6.153597006
25.5990434	11.2444467	6.153597006
88.25307671	12.38473932	6.095587622
88.25307671	12.38473932	6.095587622
88.25307671	12.38473932	6.095587622
88.25307671	12.38473932	6.095587622
88.25307671	12.38473932	6.095587622
88.25307671	12.38473932	6.095587622
27.29947363	3.096808736	6.248887851
27.29947363	3.096808736	6.248887851
27.29947363	3.096808736	6.248887851
27.29947363	3.096808736	6.248887851
27.29947363	3.096808736	6.248887851
27.29947363	3.096808736	6.248887851
85.62842544	8.597067026	6.242911666
85.62842544	8.597067026	6.242911666
85.62842544	8.597067026	6.242911666
85.62842544	8.597067026	6.242911666
85.62842544	8.597067026	6.242911666
85.62842544	8.597067026	6.242911666
9.819999204	30.22267003	6.724674828
9.819999204	30.22267003	6.724674828
9.819999204	30.22267003	6.724674828
9.819999204	30.22267003	6.724674828
9.819999204	30.22267003	6.724674828
9.819999204	30.22267003	6.724674828
6.213926559	24.52542028	6.399582327
6.213926559	24.52542028	6.399582327
6.213926559	24.52542028	6.399582327
6.213926559	24.52542028	6.399582327
6.213926559	24.52542028	6.399582327
6.213926559	24.52542028	6.399582327
96.53233087	8.749394521	5.739109401
96.53233087	8.749394521	5.739109401
96.53233087	8.749394521	5.739109401
96.53233087	8.749394521	5.739109401
96.53233087	8.749394521	5.739109401
96.53233087	8.749394521	5.739109401
96.01507385	7.566181769	5.602069887
96.01507385	7.566181769	5.602069887
96.01507385	7.566181769	5.602069887
96.01507385	7.566181769	5.602069887
96.01507385	7.566181769	5.602069887
96.01507385	7.566181769	5.602069887
10.61848538	34.52371548	7.088901825
10.61848538	34.52371548	7.088901825
10.61848538	34.52371548	7.088901825
10.61848538	34.52371548	7.088901825
10.61848538	34.52371548	7.088901825
48.32524498	6.375043787	6.264693127
48.32524498	6.375043787	6.264693127
48.32524498	6.375043787	6.264693127
48.32524498	6.375043787	6.264693127
48.32524498	6.375043787	6.264693127
49.23108698	5.937775493	6.192319009
49.23108698	5.937775493	6.192319009
49.23108698	5.937775493	6.192319009
49.23108698	5.937775493	6.192319009
49.23108698	5.937775493	6.192319009
49.23108698	5.937775493	6.192319009
11.39371579	5.691994936	6.344472783
11.39371579	5.691994936	6.344472783
11.39371579	5.691994936	6.344472783
11.39371579	5.691994936	6.344472783
11.39371579	5.691994936	6.344472783
53.00002343	-8.514160842	0.801063382
53.00002343	-8.514160842	0.801063382
53.00002343	-8.514160842	0.801063382
53.00002343	-8.514160842	0.801063382
53.00002343	-8.514160842	0.801063382
73.75589457	4.819474396	5.841711913
73.75589457	4.819474396	5.841711913
73.75589457	4.819474396	5.841711913
73.75589457	4.819474396	5.841711913
73.75589457	4.819474396	5.841711913
106.8225065	0.745609258	5.708481415
106.8225065	0.745609258	5.708481415
106.8225065	0.745609258	5.708481415
106.8225065	0.745609258	5.708481415
106.8225065	0.745609258	5.708481415
106.8225065	0.745609258	5.708481415
78.37147435	6.291357486	6.073618806
78.37147435	6.291357486	6.073618806
78.37147435	6.291357486	6.073618806
78.37147435	6.291357486	6.073618806
78.37147435	6.291357486	6.073618806
78.37147435	6.291357486	6.073618806
22.89087004	18.08154418	5.9227256
22.89087004	18.08154418	5.9227256
22.89087004	18.08154418	5.9227256
22.89087004	18.08154418	5.9227256
22.89087004	18.08154418	5.9227256
0.195428257	39.49751735	11.02652683
0.195428257	39.49751735	11.02652683
0.195428257	39.49751735	11.02652683
0.195428257	39.49751735	11.02652683
0.195428257	39.49751735	11.02652683
61.76025802	5.712326103	6.197969428
61.76025802	5.712326103	6.197969428
61.76025802	5.712326103	6.197969428
61.76025802	5.712326103	6.197969428
61.76025802	5.712326103	6.197969428
33.7866075	-5.813268632	5.545655968
33.7866075	-5.813268632	5.545655968
33.7866075	-5.813268632	5.545655968
33.7866075	-5.813268632	5.545655968
33.7866075	-5.813268632	5.545655968
33.7866075	-5.813268632	5.545655968
33.7866075	-5.813268632	5.545655968
75.34682909	5.813467723	6.059829203
75.34682909	5.813467723	6.059829203
75.34682909	5.813467723	6.059829203
75.34682909	5.813467723	6.059829203
75.34682909	5.813467723	6.059829203
75.34682909	5.813467723	6.059829203
97.21641647	6.331195145	5.444603929
97.21641647	6.331195145	5.444603929
97.21641647	6.331195145	5.444603929
97.21641647	6.331195145	5.444603929
97.21641647	6.331195145	5.444603929
97.21641647	6.331195145	5.444603929
11.47479782	8.134157531	6.389943568
11.47479782	8.134157531	6.389943568
11.47479782	8.134157531	6.389943568
11.47479782	8.134157531	6.389943568
11.47479782	8.134157531	6.389943568
89.31395641	13.7855458	6.206590778
89.31395641	13.7855458	6.206590778
89.31395641	13.7855458	6.206590778
89.31395641	13.7855458	6.206590778
89.31395641	13.7855458	6.206590778
89.31395641	13.7855458	6.206590778
79.25235035	13.55790368	6.046554868
79.25235035	13.55790368	6.046554868
79.25235035	13.55790368	6.046554868
79.25235035	13.55790368	6.046554868
79.25235035	13.55790368	6.046554868
29.36016896	21.82446407	5.069488157
29.36016896	21.82446407	5.069488157
29.36016896	21.82446407	5.069488157
29.36016896	21.82446407	5.069488157
29.36016896	21.82446407	5.069488157
29.36016896	21.82446407	5.069488157
31.29378236	23.48710516	4.043764071
31.29378236	23.48710516	4.043764071
31.29378236	23.48710516	4.043764071
31.29378236	23.48710516	4.043764071
31.29378236	23.48710516	4.043764071
31.29378236	23.48710516	4.043764071
30.30590523	20.94050784	4.775015165
30.30590523	20.94050784	4.775015165
30.30590523	20.94050784	4.775015165
30.30590523	20.94050784	4.775015165
30.30590523	20.94050784	4.775015165
0.44383206	27.3162273	10.77601991
0.44383206	27.3162273	10.77601991
0.44383206	27.3162273	10.77601991
0.44383206	27.3162273	10.77601991
0.44383206	27.3162273	10.77601991
0.44383206	27.3162273	10.77601991
1.026423877	26.57448776	8.899000315
1.026423877	26.57448776	8.899000315
1.026423877	26.57448776	8.899000315
1.026423877	26.57448776	8.899000315
1.026423877	26.57448776	8.899000315
0.386726887	26.25867358	10.70233517
0.386726887	26.25867358	10.70233517
0.386726887	26.25867358	10.70233517
0.386726887	26.25867358	10.70233517
0.386726887	26.25867358	10.70233517
0.541879008	24.68696535	10.61617186
0.541879008	24.68696535	10.61617186
0.541879008	24.68696535	10.61617186
0.541879008	24.68696535	10.61617186
0.541879008	24.68696535	10.61617186
96.26035801	13.47795508	6.217818215
96.26035801	13.47795508	6.217818215
96.26035801	13.47795508	6.217818215
96.26035801	13.47795508	6.217818215
96.26035801	13.47795508	6.217818215
96.26035801	13.47795508	6.217818215
29.98911311	15.9269742	5.88022756
29.98911311	15.9269742	5.88022756
29.98911311	15.9269742	5.88022756
29.98911311	15.9269742	5.88022756
29.98911311	15.9269742	5.88022756
30.96389498	15.94672728	6.015776314
30.96389498	15.94672728	6.015776314
30.96389498	15.94672728	6.015776314
30.96389498	15.94672728	6.015776314
30.96389498	15.94672728	6.015776314
31.58571766	15.868467	6.145229142
31.58571766	15.868467	6.145229142
31.58571766	15.868467	6.145229142
31.58571766	15.868467	6.145229142
31.58571766	15.868467	6.145229142
30.84713077	14.8162353	5.935730004
30.84713077	14.8162353	5.935730004
30.84713077	14.8162353	5.935730004
30.84713077	14.8162353	5.935730004
30.84713077	14.8162353	5.935730004
31.76522073	16.98459833	5.790523464
31.76522073	16.98459833	5.790523464
31.76522073	16.98459833	5.790523464
31.76522073	16.98459833	5.790523464
31.76522073	16.98459833	5.790523464
31.76522073	16.98459833	5.790523464
31.76522073	16.98459833	5.790523464
31.76522073	16.98459833	5.790523464
31.39263102	14.72058598	6.205712511
31.39263102	14.72058598	6.205712511
31.39263102	14.72058598	6.205712511
31.39263102	14.72058598	6.205712511
31.39263102	14.72058598	6.205712511
31.39263102	14.72058598	6.205712511
32.55400309	15.75082494	6.024957567
32.55400309	15.75082494	6.024957567
32.55400309	15.75082494	6.024957567
32.55400309	15.75082494	6.024957567
32.55400309	15.75082494	6.024957567
32.55400309	15.75082494	6.024957567
32.55400309	15.75082494	6.024957567
30.35763944	14.65837854	6.041919884
30.35763944	14.65837854	6.041919884
30.35763944	14.65837854	6.041919884
30.35763944	14.65837854	6.041919884
30.35763944	14.65837854	6.041919884
30.35763944	14.65837854	6.041919884
30.88169031	14.23226212	6.05768025
30.88169031	14.23226212	6.05768025
30.88169031	14.23226212	6.05768025
30.88169031	14.23226212	6.05768025
30.88169031	14.23226212	6.05768025
30.88169031	14.23226212	6.05768025
11.08781446	14.5521238	3.867568438
11.08781446	14.5521238	3.867568438
11.08781446	14.5521238	3.867568438
11.08781446	14.5521238	3.867568438
11.08781446	14.5521238	3.867568438
10.36117411	14.3658186	4.709436999
10.36117411	14.3658186	4.709436999
10.36117411	14.3658186	4.709436999
10.36117411	14.3658186	4.709436999
10.36117411	14.3658186	4.709436999
36.08908423	9.155245549	6.236387342
36.08908423	9.155245549	6.236387342
36.08908423	9.155245549	6.236387342
36.08908423	9.155245549	6.236387342
36.08908423	9.155245549	6.236387342
36.08908423	9.155245549	6.236387342
35.33571677	8.28191531	6.21794449
35.33571677	8.28191531	6.21794449
35.33571677	8.28191531	6.21794449
35.33571677	8.28191531	6.21794449
35.33571677	8.28191531	6.21794449
35.33571677	8.28191531	6.21794449
109.708875	6.327126206	5.307497456
109.708875	6.327126206	5.307497456
109.708875	6.327126206	5.307497456
109.708875	6.327126206	5.307497456
109.708875	6.327126206	5.307497456
109.708875	6.327126206	5.307497456
51.61348166	8.368774614	6.314605157
51.61348166	8.368774614	6.314605157
51.61348166	8.368774614	6.314605157
51.61348166	8.368774614	6.314605157
51.61348166	8.368774614	6.314605157
51.61348166	8.368774614	6.314605157
20.03404152	24.41250568	6.488322056
20.03404152	24.41250568	6.488322056
20.03404152	24.41250568	6.488322056
20.03404152	24.41250568	6.488322056
20.03404152	24.41250568	6.488322056
19.60849804	26.60710701	6.598471091
19.60849804	26.60710701	6.598471091
19.60849804	26.60710701	6.598471091
19.60849804	26.60710701	6.598471091
19.60849804	26.60710701	6.598471091
20.7612428	27.47857008	6.307728224
20.7612428	27.47857008	6.307728224
20.7612428	27.47857008	6.307728224
20.7612428	27.47857008	6.307728224
20.7612428	27.47857008	6.307728224
20.7612428	27.47857008	6.307728224
20.7612428	27.47857008	6.307728224
21.55144683	33.22577391	5.600322976
21.55144683	33.22577391	5.600322976
21.55144683	33.22577391	5.600322976
21.55144683	33.22577391	5.600322976
21.55144683	33.22577391	5.600322976
6.426249446	40.96109605	7.436276165
6.426249446	40.96109605	7.436276165
6.426249446	40.96109605	7.436276165
6.426249446	40.96109605	7.436276165
6.426249446	40.96109605	7.436276165
6.426249446	40.96109605	7.436276165
88.81561543	-4.999673774	2.795033931
88.81561543	-4.999673774	2.795033931
88.81561543	-4.999673774	2.795033931
88.81561543	-4.999673774	2.795033931
88.81561543	-4.999673774	2.795033931
25.24042565	6.681287871	6.241545455
25.24042565	6.681287871	6.241545455
25.24042565	6.681287871	6.241545455
25.24042565	6.681287871	6.241545455
25.24042565	6.681287871	6.241545455
25.24042565	6.681287871	6.241545455
25.34769215	7.459861702	6.262793761
25.34769215	7.459861702	6.262793761
25.34769215	7.459861702	6.262793761
25.34769215	7.459861702	6.262793761
25.34769215	7.459861702	6.262793761
25.34769215	7.459861702	6.262793761
44.99253784	3.46439157	6.246073957
44.99253784	3.46439157	6.246073957
44.99253784	3.46439157	6.246073957
44.99253784	3.46439157	6.246073957
44.99253784	3.46439157	6.246073957
44.99253784	3.46439157	6.246073957
44.99253784	3.46439157	6.246073957
45.61001612	3.1304173	6.235347322
45.61001612	3.1304173	6.235347322
45.61001612	3.1304173	6.235347322
45.61001612	3.1304173	6.235347322
45.61001612	3.1304173	6.235347322
4.863295251	21.29150722	5.647773279
4.863295251	21.29150722	5.647773279
4.863295251	21.29150722	5.647773279
4.863295251	21.29150722	5.647773279
4.863295251	21.29150722	5.647773279
92.27832758	6.455838031	5.413858585
92.27832758	6.455838031	5.413858585
92.27832758	6.455838031	5.413858585
92.27832758	6.455838031	5.413858585
92.27832758	6.455838031	5.413858585
92.27832758	6.455838031	5.413858585
93.91936566	6.445269116	5.325490925
93.91936566	6.445269116	5.325490925
93.91936566	6.445269116	5.325490925
93.91936566	6.445269116	5.325490925
93.91936566	6.445269116	5.325490925
93.91936566	6.445269116	5.325490925
93.11278166	7.923258508	5.612554621
93.11278166	7.923258508	5.612554621
93.11278166	7.923258508	5.612554621
93.11278166	7.923258508	5.612554621
93.11278166	7.923258508	5.612554621
93.11278166	7.923258508	5.612554621
93.11278166	7.923258508	5.612554621
90.2033333	7.700858035	5.852774835
90.2033333	7.700858035	5.852774835
90.2033333	7.700858035	5.852774835
90.2033333	7.700858035	5.852774835
90.2033333	7.700858035	5.852774835
90.2033333	7.700858035	5.852774835
56.71573782	3.594750183	5.946562602
56.71573782	3.594750183	5.946562602
56.71573782	3.594750183	5.946562602
56.71573782	3.594750183	5.946562602
56.71573782	3.594750183	5.946562602
56.71573782	3.594750183	5.946562602
0.42383819	45.0903416	10.78517825
0.42383819	45.0903416	10.78517825
0.42383819	45.0903416	10.78517825
0.42383819	45.0903416	10.78517825
0.42383819	45.0903416	10.78517825
5.24522894	15.77840175	5.493721487
5.24522894	15.77840175	5.493721487
5.24522894	15.77840175	5.493721487
5.24522894	15.77840175	5.493721487
5.24522894	15.77840175	5.493721487
63.92406992	16.18878316	4.160507531
63.92406992	16.18878316	4.160507531
63.92406992	16.18878316	4.160507531
63.92406992	16.18878316	4.160507531
63.92406992	16.18878316	4.160507531
13.25505212	6.797608364	6.229397502
13.25505212	6.797608364	6.229397502
13.25505212	6.797608364	6.229397502
13.25505212	6.797608364	6.229397502
13.25505212	6.797608364	6.229397502
50.4222205	6.154622078	6.203562655
50.4222205	6.154622078	6.203562655
50.4222205	6.154622078	6.203562655
50.4222205	6.154622078	6.203562655
50.4222205	6.154622078	6.203562655
50.4222205	6.154622078	6.203562655
4.465716616	24.28444035	6.988969163
4.465716616	24.28444035	6.988969163
4.465716616	24.28444035	6.988969163
4.465716616	24.28444035	6.988969163
4.465716616	24.28444035	6.988969163
4.465716616	24.28444035	6.988969163
4.714475832	26.14266723	6.84525601
4.714475832	26.14266723	6.84525601
4.714475832	26.14266723	6.84525601
4.714475832	26.14266723	6.84525601
4.714475832	26.14266723	6.84525601
50.20190998	-8.697962314	1.87799527
50.20190998	-8.697962314	1.87799527
50.20190998	-8.697962314	1.87799527
50.20190998	-8.697962314	1.87799527
50.20190998	-8.697962314	1.87799527
109.6313207	5.023680327	5.302117007
109.6313207	5.023680327	5.302117007
109.6313207	5.023680327	5.302117007
109.6313207	5.023680327	5.302117007
109.6313207	5.023680327	5.302117007
109.6313207	5.023680327	5.302117007
11.5430849	4.606456257	6.513188965
11.5430849	4.606456257	6.513188965
11.5430849	4.606456257	6.513188965
11.5430849	4.606456257	6.513188965
11.5430849	4.606456257	6.513188965
11.40468179	4.017006206	6.654287612
11.40468179	4.017006206	6.654287612
11.40468179	4.017006206	6.654287612
11.40468179	4.017006206	6.654287612
11.40468179	4.017006206	6.654287612
33.27167886	14.83174202	6.159954577
33.27167886	14.83174202	6.159954577
33.27167886	14.83174202	6.159954577
33.27167886	14.83174202	6.159954577
33.27167886	14.83174202	6.159954577
33.27167886	14.83174202	6.159954577
54.3775	6.114094168	6.171370083
54.3775	6.114094168	6.171370083
54.3775	6.114094168	6.171370083
54.3775	6.114094168	6.171370083
54.3775	6.114094168	6.171370083
54.3775	6.114094168	6.171370083
17.75210411	39.42655683	4.966606363
17.75210411	39.42655683	4.966606363
17.75210411	39.42655683	4.966606363
17.75210411	39.42655683	4.966606363
17.75210411	39.42655683	4.966606363
17.75210411	39.42655683	4.966606363
17.75210411	39.42655683	4.966606363
47.32300323	18.32433912	2.699373586
47.32300323	18.32433912	2.699373586
47.32300323	18.32433912	2.699373586
47.32300323	18.32433912	2.699373586
47.32300323	18.32433912	2.699373586
47.32300323	18.32433912	2.699373586
40.39207579	-7.547873671	4.571957636
40.39207579	-7.547873671	4.571957636
40.39207579	-7.547873671	4.571957636
40.39207579	-7.547873671	4.571957636
40.39207579	-7.547873671	4.571957636
40.39207579	-7.547873671	4.571957636
39.84327601	-8.180531685	4.320982738
39.84327601	-8.180531685	4.320982738
39.84327601	-8.180531685	4.320982738
39.84327601	-8.180531685	4.320982738
39.84327601	-8.180531685	4.320982738
38.8252979	-8.209062015	4.592773663
38.8252979	-8.209062015	4.592773663
38.8252979	-8.209062015	4.592773663
38.8252979	-8.209062015	4.592773663
38.8252979	-8.209062015	4.592773663
38.8252979	-8.209062015	4.592773663
9.4661078	14.53318381	4.099622536
9.4661078	14.53318381	4.099622536
9.4661078	14.53318381	4.099622536
9.4661078	14.53318381	4.099622536
9.4661078	14.53318381	4.099622536
9.4661078	14.53318381	4.099622536
8.49612146	14.65366156	3.257281217
8.49612146	14.65366156	3.257281217
8.49612146	14.65366156	3.257281217
8.49612146	14.65366156	3.257281217
8.49612146	14.65366156	3.257281217
51.69227331	18.04340561	2.963264326
51.69227331	18.04340561	2.963264326
51.69227331	18.04340561	2.963264326
51.69227331	18.04340561	2.963264326
51.69227331	18.04340561	2.963264326
0.775707837	34.80766447	10.08302023
0.775707837	34.80766447	10.08302023
0.775707837	34.80766447	10.08302023
0.775707837	34.80766447	10.08302023
0.775707837	34.80766447	10.08302023
19.6890962	11.55719957	6.026167506
19.6890962	11.55719957	6.026167506
19.6890962	11.55719957	6.026167506
19.6890962	11.55719957	6.026167506
19.6890962	11.55719957	6.026167506
19.6890962	11.55719957	6.026167506
62.34323576	16.74526907	3.657286465
62.34323576	16.74526907	3.657286465
62.34323576	16.74526907	3.657286465
62.34323576	16.74526907	3.657286465
62.34323576	16.74526907	3.657286465
62.47978697	17.55960851	2.663256901
62.47978697	17.55960851	2.663256901
62.47978697	17.55960851	2.663256901
62.47978697	17.55960851	2.663256901
62.47978697	17.55960851	2.663256901
13.05463279	17.66376901	4.547577556
13.05463279	17.66376901	4.547577556
13.05463279	17.66376901	4.547577556
13.05463279	17.66376901	4.547577556
13.05463279	17.66376901	4.547577556
13.05463279	17.66376901	4.547577556
67.81933149	-1.166685263	5.778941805
67.81933149	-1.166685263	5.778941805
67.81933149	-1.166685263	5.778941805
67.81933149	-1.166685263	5.778941805
67.81933149	-1.166685263	5.778941805
59.51108915	-5.460772554	2.814437239
59.51108915	-5.460772554	2.814437239
59.51108915	-5.460772554	2.814437239
59.51108915	-5.460772554	2.814437239
59.51108915	-5.460772554	2.814437239
59.51108915	-5.460772554	2.814437239
0.341950345	46.61569643	12.25510196
0.341950345	46.61569643	12.25510196
0.341950345	46.61569643	12.25510196
0.341950345	46.61569643	12.25510196
0.341950345	46.61569643	12.25510196
15.33221936	40.20241976	6.063080574
15.33221936	40.20241976	6.063080574
15.33221936	40.20241976	6.063080574
15.33221936	40.20241976	6.063080574
15.33221936	40.20241976	6.063080574
62.47616577	7.358474546	6.055969922
62.47616577	7.358474546	6.055969922
62.47616577	7.358474546	6.055969922
62.47616577	7.358474546	6.055969922
62.47616577	7.358474546	6.055969922
62.84160233	8.006220649	5.321082399
62.84160233	8.006220649	5.321082399
62.84160233	8.006220649	5.321082399
62.84160233	8.006220649	5.321082399
62.84160233	8.006220649	5.321082399
62.84160233	8.006220649	5.321082399
13.37829687	13.23150419	5.700539677
13.37829687	13.23150419	5.700539677
13.37829687	13.23150419	5.700539677
13.37829687	13.23150419	5.700539677
13.37829687	13.23150419	5.700539677
14.88398071	20.55165586	5.853143637
14.88398071	20.55165586	5.853143637
14.88398071	20.55165586	5.853143637
14.88398071	20.55165586	5.853143637
14.88398071	20.55165586	5.853143637
14.88398071	20.55165586	5.853143637
77.25413091	12.56165018	5.967208405
77.25413091	12.56165018	5.967208405
77.25413091	12.56165018	5.967208405
77.25413091	12.56165018	5.967208405
77.25413091	12.56165018	5.967208405
35.59463808	0.920910128	6.243036306
35.59463808	0.920910128	6.243036306
35.59463808	0.920910128	6.243036306
35.59463808	0.920910128	6.243036306
35.59463808	0.920910128	6.243036306
35.59463808	0.920910128	6.243036306
20.68131685	4.503056675	6.353626727
20.68131685	4.503056675	6.353626727
20.68131685	4.503056675	6.353626727
20.68131685	4.503056675	6.353626727
20.68131685	4.503056675	6.353626727
20.73916469	3.198940836	6.442519487
20.73916469	3.198940836	6.442519487
20.73916469	3.198940836	6.442519487
20.73916469	3.198940836	6.442519487
20.73916469	3.198940836	6.442519487
20.73916469	3.198940836	6.442519487
19.565	3.278056665	6.259387611
19.565	3.278056665	6.259387611
19.565	3.278056665	6.259387611
19.565	3.278056665	6.259387611
19.565	3.278056665	6.259387611
19.565	3.278056665	6.259387611
19.565	3.278056665	6.259387611
23.85790391	4.435581037	6.386867694
23.85790391	4.435581037	6.386867694
23.85790391	4.435581037	6.386867694
23.85790391	4.435581037	6.386867694
23.85790391	4.435581037	6.386867694
23.85790391	4.435581037	6.386867694
10.78099031	42.66801241	6.991244521
10.78099031	42.66801241	6.991244521
10.78099031	42.66801241	6.991244521
10.78099031	42.66801241	6.991244521
10.78099031	42.66801241	6.991244521
10.78099031	42.66801241	6.991244521
12.91826567	42.44317349	6.78255315
12.91826567	42.44317349	6.78255315
12.91826567	42.44317349	6.78255315
12.91826567	42.44317349	6.78255315
12.91826567	42.44317349	6.78255315
12.91826567	42.44317349	6.78255315
12.85376506	41.05503808	6.766253633
12.85376506	41.05503808	6.766253633
12.85376506	41.05503808	6.766253633
12.85376506	41.05503808	6.766253633
12.85376506	41.05503808	6.766253633
12.85376506	41.05503808	6.766253633
42.79846647	16.86563406	4.451529617
42.79846647	16.86563406	4.451529617
42.79846647	16.86563406	4.451529617
42.79846647	16.86563406	4.451529617
42.79846647	16.86563406	4.451529617
42.79846647	16.86563406	4.451529617
12.86382363	43.80061595	6.245101273
12.86382363	43.80061595	6.245101273
12.86382363	43.80061595	6.245101273
12.86382363	43.80061595	6.245101273
12.86382363	43.80061595	6.245101273
12.86382363	43.80061595	6.245101273
83.32577818	12.27562733	6.085880207
83.32577818	12.27562733	6.085880207
83.32577818	12.27562733	6.085880207
83.32577818	12.27562733	6.085880207
83.32577818	12.27562733	6.085880207
44.78278828	18.29842081	3.108058568
44.78278828	18.29842081	3.108058568
44.78278828	18.29842081	3.108058568
44.78278828	18.29842081	3.108058568
44.78278828	18.29842081	3.108058568
104.4303522	12.26131174	6.207993783
104.4303522	12.26131174	6.207993783
104.4303522	12.26131174	6.207993783
104.4303522	12.26131174	6.207993783
104.4303522	12.26131174	6.207993783
95.59969652	6.305817704	5.308197821
